City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Narsaq,GL,2022-05-14 16:28:26,60.9167,-46.05,39.42,75,98,6.11
295,Acapulco,MX,2022-05-14 16:24:32,16.8634,-99.8901,87.62,70,100,4.61
296,Rochester,US,2022-05-14 16:24:24,43.1548,-77.6156,80.62,59,20,3.44
297,Maun,BW,2022-05-14 16:28:27,-19.9833,23.4167,78.76,29,0,4.61
298,Ambon,ID,2022-05-14 16:28:28,-3.6954,128.1814,78.94,89,20,3.44
299,Carrickfergus,GB,2022-05-14 16:28:29,54.7158,-5.8058,66.16,54,40,6.91
300,Hasaki,JP,2022-05-14 16:28:30,35.7333,140.8333,64.8,77,100,22.37
301,Hami,CN,2022-05-14 16:23:48,42.8,93.45,67.62,8,50,7.34
302,Vyartsilya,RU,2022-05-14 16:28:31,62.1764,30.693,57.22,46,88,5.7
303,Lompoc,US,2022-05-14 16:27:02,34.6391,-120.4579,79.93,59,0,14.0
304,Tecoanapa,MX,2022-05-14 16:28:32,16.5167,-98.75,87.8,56,38,7.05
305,Guerrero Negro,MX,2022-05-14 16:28:33,27.9769,-114.0611,70.45,51,75,5.08
306,Bindura,ZW,2022-05-14 16:28:33,-17.3019,31.3306,64.96,48,0,5.26
307,Vieux Fort,LC,2022-05-14 16:28:34,13.7167,-60.95,83.55,61,20,24.16
308,Padang,ID,2022-05-14 16:28:35,-0.9492,100.3543,79.66,82,22,3.62
309,Augusto Correa,BR,2022-05-14 16:28:35,-1.0217,-46.635,83.35,83,28,6.67
310,Gerash,IR,2022-05-14 16:28:36,27.6652,54.1371,84.34,15,0,21.74
311,Cap Malheureux,MU,2022-05-14 16:28:37,-19.9842,57.6142,73.47,70,2,5.99
312,Chlumec Nad Cidlinou,CZ,2022-05-14 16:28:38,50.1544,15.4603,72.07,57,100,8.75
313,Saint George,US,2022-05-14 16:25:18,37.1041,-113.5841,75.43,14,0,4.61
314,Biak,ID,2022-05-14 16:28:39,-0.9131,122.8766,76.55,88,100,3.65
315,Lorengau,PG,2022-05-14 16:28:40,-2.0226,147.2712,81.32,70,16,5.19
316,Acambay,MX,2022-05-14 16:28:40,19.9558,-99.8417,70.52,15,11,3.27
317,Anloga,GH,2022-05-14 16:28:41,5.7947,0.8973,84.7,73,100,10.54
318,Samarai,PG,2022-05-14 16:28:47,-10.6167,150.6667,81.14,79,25,9.64
319,Pires Do Rio,BR,2022-05-14 16:28:49,-17.2997,-48.2794,87.1,31,15,7.23
320,Colesberg,ZA,2022-05-14 16:28:50,-30.72,25.0972,57.36,29,0,7.11
321,Saint-Georges,GD,2022-05-14 16:28:51,12.0564,-61.7485,85.68,66,20,27.63
322,Woodward,US,2022-05-14 16:28:52,36.4337,-99.3904,83.97,53,0,4.61
323,Carutapera,BR,2022-05-14 16:28:53,-1.195,-46.02,82.8,83,62,8.72
324,Kalevala,RU,2022-05-14 16:28:54,65.2,31.1667,51.66,76,100,6.69
325,Olafsvik,IS,2022-05-14 16:28:55,64.8945,-23.7142,41.14,68,40,10.85
326,Cockburn Town,TC,2022-05-14 16:28:56,21.4612,-71.1419,79.39,85,100,20.6
327,Shahrud,IR,2022-05-14 16:28:57,36.4182,54.9763,62.4,36,2,9.31
328,Yeppoon,AU,2022-05-14 16:28:58,-23.1333,150.7333,65.98,88,1,1.12
329,Meiganga,CM,2022-05-14 16:28:59,6.5167,14.3,80.8,56,80,2.39
330,Glendive,US,2022-05-14 16:29:00,47.1053,-104.7125,55.76,42,0,23.02
331,Lagoa,PT,2022-05-14 16:29:01,39.05,-27.9833,60.49,89,100,31.76
332,Mosquera,CO,2022-05-14 16:29:02,4.7059,-74.2302,60.89,77,75,2.3
333,Sao Filipe,CV,2022-05-14 16:29:02,14.8961,-24.4956,78.04,64,57,3.71
334,Sechura,PE,2022-05-14 16:29:03,-5.5569,-80.8222,74.19,65,39,5.97
335,Svolvaer,NO,2022-05-14 16:29:04,68.2342,14.5683,42.78,93,98,18.37
336,Yining,CN,2022-05-14 16:29:05,29.0361,114.5636,58.33,98,100,4.36
337,Haicheng,CN,2022-05-14 16:29:06,40.8516,122.7475,46.31,64,2,7.96
338,Entre Rios,BR,2022-05-14 16:29:07,-11.9419,-38.0844,86.9,44,84,9.44
339,Beyneu,KZ,2022-05-14 16:29:08,45.3167,55.2,71.22,38,8,5.48
340,Wawa,NG,2022-05-14 16:29:09,9.9022,4.4192,97.09,36,68,5.99
341,Ganzhou,CN,2022-05-14 16:29:09,28.8184,115.4327,56.79,95,100,7.45
342,Brewster,US,2022-05-14 16:29:10,41.3973,-73.6171,81.41,73,75,1.99
343,Nabire,ID,2022-05-14 16:29:11,-3.3667,135.4833,75.99,87,99,2.73
344,Airai,TL,2022-05-14 16:25:12,-8.9266,125.4092,61.83,97,78,0.63
345,Sola,VU,2022-05-14 16:29:12,-13.8833,167.55,79.63,72,97,16.04
346,Natal,BR,2022-05-14 16:29:13,-5.795,-35.2094,83.05,100,75,12.66
347,Boyabat,TR,2022-05-14 16:29:13,41.4689,34.7667,65.05,75,97,2.57
348,Parnamirim,BR,2022-05-14 16:27:55,-5.9156,-35.2628,82.74,100,75,12.66
349,Plouzane,FR,2022-05-14 16:29:14,48.3833,-4.6167,64.45,72,0,11.5
350,Bethanien,NA,2022-05-14 16:29:15,-26.502,17.1583,70.39,14,0,10.22
351,Great Yarmouth,GB,2022-05-14 16:29:16,52.6083,1.7305,73.42,75,40,11.16
352,Lagunas,PE,2022-05-14 16:29:16,-5.2269,-75.6753,85.33,70,58,1.5
353,Necochea,AR,2022-05-14 16:29:17,-38.5473,-58.7368,56.98,48,0,14.14
354,Robertsport,LR,2022-05-14 16:29:18,6.7533,-11.3686,83.89,75,30,8.79
355,Kroya,ID,2022-05-14 16:29:19,-7.6331,109.2461,80.28,84,100,2.75
356,Mangaratiba,BR,2022-05-14 16:29:20,-22.9597,-44.0406,81.46,77,17,7.52
357,Constitucion,CL,2022-05-14 16:29:21,-35.3333,-72.4167,57.78,46,100,4.83
358,Kruisfontein,ZA,2022-05-14 16:29:21,-34.0033,24.7314,58.89,86,46,5.48
359,Tilichiki,RU,2022-05-14 16:29:22,60.4667,166.1,33.15,99,100,0.74
360,Nambucca Heads,AU,2022-05-14 16:29:23,-30.65,153.0,68.16,89,99,5.93
361,Ixtapa,MX,2022-05-14 16:24:47,20.7,-105.2,83.23,74,40,3.44
362,Margate,GB,2022-05-14 16:29:29,51.3813,1.3862,67.1,71,4,7.92
363,Ballitoville,ZA,2022-05-14 16:29:29,-29.539,31.2144,69.94,83,75,6.91
364,Asau,RO,2022-05-14 16:29:30,46.4333,26.4,67.28,66,86,3.22
365,Kawalu,ID,2022-05-14 16:29:31,-7.3817,108.2082,74.53,96,100,1.72
366,Antiguo Morelos,MX,2022-05-14 16:29:32,22.5495,-99.0812,85.46,50,78,5.59
367,Cherskiy,RU,2022-05-14 16:29:32,68.75,161.3,34.54,99,100,8.03
368,Port Blair,IN,2022-05-14 16:29:33,11.6667,92.75,82.44,89,40,2.3
369,Bonfim,BR,2022-05-14 16:29:34,3.0833,-59.95,87.75,56,93,8.99
370,Jaciara,BR,2022-05-14 16:29:34,-15.9653,-54.9683,92.26,32,30,5.53
371,Olinda,BR,2022-05-14 16:26:51,-8.0089,-34.8553,85.73,74,75,11.5
372,Amapa,BR,2022-05-14 16:24:42,1.0,-52.0,79.34,93,100,2.48
373,Cidreira,BR,2022-05-14 16:29:36,-30.1811,-50.2056,68.05,77,89,15.3
374,Sibolga,ID,2022-05-14 16:29:36,1.7427,98.7792,79.0,85,58,2.39
375,Sebezh,RU,2022-05-14 16:29:38,56.2955,28.4654,46.83,94,100,5.66
376,Dali,CN,2022-05-14 16:29:38,25.7,100.1833,61.63,91,17,5.53
377,Teknaf,BD,2022-05-14 16:29:39,20.8624,92.3058,82.65,86,26,7.11
378,Impfondo,CG,2022-05-14 16:29:40,1.6381,18.0667,85.69,60,82,2.17
379,Fayaoue,NC,2022-05-14 16:29:41,-20.65,166.5333,76.3,72,99,14.52
380,Dire,ML,2022-05-14 16:29:41,12.2833,-10.9667,111.22,5,94,11.23
381,Tiksi,RU,2022-05-14 16:29:42,71.6872,128.8694,5.36,99,17,5.82
382,Pinehurst,US,2022-05-14 16:29:43,35.1954,-79.4695,74.95,93,75,4.61
383,Kudahuvadhoo,MV,2022-05-14 16:29:43,2.6708,72.8944,83.12,77,100,15.14
384,Lasa,IT,2022-05-14 16:28:03,46.6166,10.7002,72.48,66,11,2.39
385,Belaya Gora,RU,2022-05-14 16:29:45,68.5333,146.4167,19.69,94,100,8.12
386,Zhigansk,RU,2022-05-14 16:29:45,66.7697,123.3711,21.29,81,11,9.24
387,Eldorado,BR,2022-05-14 16:29:46,-23.7869,-54.2836,65.08,77,100,3.8
388,Lahat,ID,2022-05-14 16:29:47,-3.8,103.5333,76.19,95,60,2.75
389,Cam Ranh,VN,2022-05-14 16:29:48,11.9214,109.1591,80.56,83,20,1.14
390,Aguimes,ES,2022-05-14 16:29:48,27.9054,-15.4461,70.43,73,75,18.41
391,Aden,YE,2022-05-14 16:29:49,12.7794,45.0367,87.33,63,65,4.94
392,Ranot,TH,2022-05-14 16:29:50,7.7777,100.3213,83.19,78,46,5.95
393,Sal Rei,CV,2022-05-14 16:29:50,16.1833,-22.9167,80.8,61,0,20.71
394,Ayorou,NE,2022-05-14 16:29:51,14.7308,0.9174,109.4,9,26,4.47
395,Arica,CL,2022-05-14 16:27:36,-18.475,-70.3042,69.35,72,100,9.22
396,Pangnirtung,CA,2022-05-14 16:29:53,66.1451,-65.7125,17.6,86,40,9.22
397,Pindobacu,BR,2022-05-14 16:29:53,-10.7417,-40.3608,88.38,35,99,11.72
398,Mangai,CD,2022-05-14 16:29:54,-4.05,19.5333,77.97,76,92,2.39
399,Salamiyah,SY,2022-05-14 16:29:57,35.0113,37.0532,78.89,31,60,17.25
400,Kajaani,FI,2022-05-14 16:29:57,64.2273,27.7285,59.05,31,0,6.91
401,Ustka,PL,2022-05-14 16:29:58,54.5805,16.8619,53.96,76,85,19.57
402,Turukhansk,RU,2022-05-14 16:29:59,65.8167,87.9833,47.71,82,42,6.22
403,Bilma,NE,2022-05-14 16:30:00,18.6853,12.9164,96.75,9,0,16.53
404,Nieuw Amsterdam,SR,2022-05-14 16:30:01,5.8833,-55.0833,79.14,90,40,3.44
405,East London,ZA,2022-05-14 16:30:02,-33.0153,27.9116,63.54,77,20,8.05
406,Tiznit,MA,2022-05-14 16:30:03,29.5833,-9.5,82.58,31,63,7.34
407,Goderich,CA,2022-05-14 16:30:09,43.7501,-81.7165,73.72,64,15,10.36
408,Omagh,GB,2022-05-14 16:30:10,54.6,-7.3,63.34,62,100,3.15
409,Willowmore,ZA,2022-05-14 16:30:11,-33.2926,23.4895,53.62,55,9,5.3
410,Callaguip,PH,2022-05-14 16:30:12,18.0714,120.4867,82.24,75,100,4.05
411,Odessa,UA,2022-05-14 16:30:13,46.4775,30.7326,66.22,57,18,11.72
412,Seoul,KR,2022-05-14 16:19:14,37.5683,126.9778,53.04,54,0,1.14
413,Road Town,VG,2022-05-14 16:30:14,18.4167,-64.6167,84.29,61,40,14.97
414,San Buenaventura,MX,2022-05-14 16:30:15,27.0833,-101.5333,84.47,54,0,0.0
415,Jumla,NP,2022-05-14 16:30:16,29.2747,82.1838,56.75,86,70,0.65
416,Stromness,GB,2022-05-14 16:30:18,58.965,-3.296,55.36,75,96,8.99
417,Nemuro,JP,2022-05-14 16:30:18,43.3236,145.575,45.28,72,100,19.91
418,Vangaindrano,MG,2022-05-14 16:30:19,-23.35,47.6,69.46,80,46,3.33
419,Nyzy,UA,2022-05-14 16:30:20,50.7828,34.7844,54.03,84,99,9.46
420,Kokopo,PG,2022-05-14 16:30:21,-4.352,152.2633,75.83,83,22,3.85
421,Cornwall,CA,2022-05-14 16:30:22,45.0181,-74.7281,82.89,54,0,4.61
422,Chuy,UY,2022-05-14 16:30:23,-33.6971,-53.4616,65.75,63,44,7.38
423,The Valley,AI,2022-05-14 16:30:23,18.217,-63.0578,84.09,69,40,19.57
424,Mount Gambier,AU,2022-05-14 16:30:24,-37.8333,140.7667,56.07,89,31,7.45
425,Dharchula,IN,2022-05-14 16:30:25,29.85,80.5333,72.03,48,50,8.1
426,Esperance,AU,2022-05-14 16:30:26,-33.8667,121.9,58.23,73,18,21.41
427,Mahon,ES,2022-05-14 16:30:27,39.8885,4.2658,73.96,53,0,9.22
428,Tinskoy,RU,2022-05-14 16:30:28,56.1525,96.9161,55.49,38,13,2.98
429,Brae,GB,2022-05-14 16:30:29,60.3964,-1.353,50.52,81,99,12.28
430,Ilhabela,BR,2022-05-14 16:30:30,-23.7781,-45.3581,74.37,75,32,8.14
431,Buchanan,LR,2022-05-14 16:30:31,5.8808,-10.0467,82.92,80,55,5.39
432,Strezhevoy,RU,2022-05-14 16:30:32,60.7333,77.5889,57.97,74,95,2.55
433,Wamba,NG,2022-05-14 16:30:32,8.9333,8.6,88.23,49,95,4.99
434,Burnsville,US,2022-05-14 16:29:45,44.7677,-93.2777,75.7,42,40,11.5
435,Zhezkazgan,KZ,2022-05-14 16:30:34,47.8043,67.7144,60.33,52,86,9.73
436,Namibe,AO,2022-05-14 16:30:34,-15.1961,12.1522,73.89,64,1,7.47
437,Dukat,RU,2022-05-14 16:30:35,62.55,155.55,25.12,97,99,7.07
438,Sala,MA,2022-05-14 16:30:36,34.0389,-6.8166,76.64,64,75,6.91
439,San Ramon,US,2022-05-14 16:30:36,37.7799,-121.978,71.65,71,0,4.61
440,Susuman,RU,2022-05-14 16:30:41,62.7833,148.1667,22.32,90,39,3.18
441,Taperoa,BR,2022-05-14 16:30:42,-7.2075,-36.8267,82.53,55,65,12.8
442,Isla Vista,US,2022-05-14 16:30:43,34.4133,-119.861,83.34,53,0,8.05
443,Jeremie,HT,2022-05-14 16:30:43,18.65,-74.1167,82.87,66,100,1.83
444,Guaymas,MX,2022-05-14 16:30:44,27.9333,-110.9,88.88,15,0,0.0
445,Yarmouth,US,2022-05-14 16:30:45,41.7057,-70.2286,82.65,68,0,12.66
446,Ahuimanu,US,2022-05-14 16:30:46,21.4447,-157.8378,74.91,80,100,11.5
447,Severodvinsk,RU,2022-05-14 16:30:46,64.5635,39.8302,57.31,82,100,9.35
448,Mayumba,GA,2022-05-14 16:30:47,-3.432,10.6554,79.05,89,85,7.76
449,Norsup,VU,2022-05-14 16:30:48,-16.0667,167.3833,76.26,75,69,7.94
450,Tuy Hoa,VN,2022-05-14 16:30:48,13.0833,109.3,78.67,90,94,6.08
451,Pacific Grove,US,2022-05-14 16:26:51,36.6177,-121.9166,69.21,86,100,11.01
452,Trincomalee,LK,2022-05-14 16:30:54,8.5711,81.2335,82.2,77,86,25.12
453,Khartoum,SD,2022-05-14 16:30:55,15.5518,32.5324,106.02,17,1,2.17
454,Qaqortoq,GL,2022-05-14 16:30:56,60.7167,-46.0333,34.03,70,91,5.88
455,Moindou,NC,2022-05-14 16:30:57,-21.6924,165.677,72.91,79,100,6.31
456,Creel,MX,2022-05-14 16:30:58,27.75,-107.6333,76.28,7,27,9.57
457,Rudkobing,DK,2022-05-14 16:30:58,54.9364,10.7102,55.08,67,65,17.45
458,Lo Arado,MX,2022-05-14 16:30:59,19.6167,-104.5833,90.34,32,90,5.55
459,Qui Nhon,VN,2022-05-14 16:31:00,13.7667,109.2333,81.32,86,78,3.4
460,Katobu,ID,2022-05-14 16:31:00,-4.9408,122.5276,75.61,91,97,3.04
461,Kysyl-Syr,RU,2022-05-14 16:31:01,63.8986,122.7617,23.61,89,6,4.18
462,Pemangkat,ID,2022-05-14 16:31:02,1.1667,108.9667,80.13,78,40,5.21
463,Marsh Harbour,BS,2022-05-14 16:31:03,26.5412,-77.0636,78.46,78,21,14.32
464,Mayo,US,2022-05-14 16:31:03,38.8876,-76.5119,70.12,94,100,5.75
465,Santarem,BR,2022-05-14 16:27:35,-2.4431,-54.7083,84.33,79,75,12.66
466,Ballina,AU,2022-05-14 16:31:04,-28.8667,153.5667,69.78,96,99,6.64
467,Burgeo,CA,2022-05-14 16:31:05,47.6167,-57.6152,50.25,82,89,6.33
468,Yankton,US,2022-05-14 16:30:24,42.8711,-97.3973,64.11,51,0,21.85
469,Salalah,OM,2022-05-14 16:31:06,17.0151,54.0924,86.09,74,4,9.22
470,Walvis Bay,NA,2022-05-14 16:31:07,-22.9575,14.5053,65.35,55,0,5.75
471,Viimsi,EE,2022-05-14 16:31:07,59.4967,24.8422,51.89,76,40,12.66
472,Shenandoah,US,2022-05-14 16:31:08,30.4013,-91.0009,82.89,74,8,1.99
473,Mareeba,AU,2022-05-14 16:31:09,-17.0,145.4333,70.45,96,91,1.97
474,Srednekolymsk,RU,2022-05-14 16:31:10,67.45,153.6833,23.49,95,100,10.25
475,Etah,IN,2022-05-14 16:31:11,27.6333,78.6667,98.8,6,0,4.97
476,Tricase,IT,2022-05-14 16:31:11,39.9304,18.3553,77.83,64,0,4.61
477,Alakurtti,RU,2022-05-14 16:31:12,66.9672,30.3491,51.19,69,99,5.39
478,Ostrovnoy,RU,2022-05-14 16:31:13,68.0531,39.5131,38.84,84,97,5.97
479,Szamotuly,PL,2022-05-14 16:31:13,52.612,16.5779,66.43,68,90,12.1
480,Bell Ville,AR,2022-05-14 16:31:14,-32.6259,-62.6887,65.66,58,93,6.98
481,Sembakung,ID,2022-05-14 16:31:15,3.8167,117.25,74.71,97,100,1.48
482,Berezovyy,RU,2022-05-14 16:31:15,51.6667,135.7,36.54,95,86,5.21
483,North Platte,US,2022-05-14 16:31:16,41.1239,-100.7654,69.69,37,0,10.36
484,Ilebo,CD,2022-05-14 16:31:18,-4.3167,20.5833,81.27,62,97,2.66
485,Dawei,MM,2022-05-14 16:31:19,14.0833,98.2,78.3,89,81,2.24
486,Sayyan,YE,2022-05-14 16:31:19,15.1718,44.3244,67.26,15,2,13.65
487,Vaasa,FI,2022-05-14 16:31:20,63.096,21.6158,46.42,87,0,5.75
488,Sterling,US,2022-05-14 16:31:21,39.0062,-77.4286,72.34,89,100,8.05
489,Wajima,JP,2022-05-14 16:31:22,37.4,136.9,56.01,83,92,9.44
490,Laguna,US,2022-05-14 16:29:16,38.421,-121.4238,77.02,58,0,4.61
491,Bhaktapur,NP,2022-05-14 16:31:23,27.6833,85.4167,73.54,88,40,3.44
492,Zambezi,ZM,2022-05-14 16:31:24,-13.5432,23.1047,67.77,50,0,4.61
493,Asfi,MA,2022-05-14 16:31:25,32.2994,-9.2372,67.46,81,50,11.05
494,Hartlepool,GB,2022-05-14 16:31:08,54.6861,-1.2125,70.03,57,100,3.78
495,Vestmannaeyjar,IS,2022-05-14 16:31:31,63.4427,-20.2734,43.79,87,75,31.07
496,Vanino,RU,2022-05-14 16:31:31,49.0869,140.2543,44.67,69,100,13.04
497,Oistins,BB,2022-05-14 16:29:23,13.0667,-59.5333,81.28,68,100,18.34
498,Scarborough,GB,2022-05-14 16:30:14,54.2797,-0.4044,71.17,69,94,5.64
499,Provideniya,RU,2022-05-14 16:31:33,64.3833,-173.3,33.58,95,89,4.59
500,Bainbridge,US,2022-05-14 16:31:34,47.6262,-122.5212,52.7,88,100,9.22
501,Kralendijk,BQ,2022-05-14 16:30:15,12.15,-68.2667,85.98,66,75,19.57
502,Bitung,ID,2022-05-14 16:31:35,1.4451,125.1824,76.05,94,100,2.91
503,Bafia,CM,2022-05-14 16:31:36,4.75,11.2333,79.75,75,53,3.62
504,Corinto,GR,2022-05-14 16:31:37,37.9407,22.9573,72.9,60,9,2.44
505,Rosita,NI,2022-05-14 16:31:37,13.9268,-84.4032,90.25,48,8,5.3
506,Andahuaylas,PE,2022-05-14 16:31:38,-13.6556,-73.3872,64.49,51,0,6.33
507,Broken Hill,AU,2022-05-14 16:31:39,-31.95,141.4333,61.65,57,99,7.43
508,Tromso,NO,2022-05-14 16:31:39,69.6496,18.957,44.62,76,75,11.5
509,Warrington,GB,2022-05-14 16:30:23,53.3925,-2.5802,71.33,50,20,8.05
510,Kurilsk,RU,2022-05-14 16:31:40,45.2333,147.8833,39.83,88,94,16.98
511,Wilmington,US,2022-05-14 16:29:47,34.2257,-77.9447,79.95,73,75,4.61
512,Grand Bend,CA,2022-05-14 16:31:16,43.3168,-81.7498,77.97,66,4,9.17
513,Killybegs,IE,2022-05-14 16:31:42,54.6333,-8.45,58.71,73,100,8.61
514,Aksarayskiy,RU,2022-05-14 16:31:43,46.7924,48.0119,69.15,54,72,12.24
515,Inuvik,CA,2022-05-14 16:31:43,68.3499,-133.7218,25.56,83,100,10.36
516,Lerwick,GB,2022-05-14 16:31:44,60.1545,-1.1494,50.0,82,99,13.11
517,Los Llanos De Aridane,ES,2022-05-14 16:31:45,28.6585,-17.9182,69.55,74,40,8.01
518,Deputatskiy,RU,2022-05-14 16:31:45,69.3,139.9,9.81,96,100,2.01
519,Aranda De Duero,ES,2022-05-14 16:31:46,41.6704,-3.6892,72.57,49,64,3.33
520,Kasempa,ZM,2022-05-14 16:31:47,-13.4584,25.8338,64.09,57,1,3.44
521,Yuxia,CN,2022-05-14 16:31:48,34.0615,108.6291,48.81,51,22,6.71
522,Caorle,IT,2022-05-14 16:31:48,45.5966,12.8758,75.34,69,98,3.27
523,Isangel,VU,2022-05-14 16:31:49,-19.55,169.2667,72.68,71,85,9.78
524,Pervomaysk,UA,2022-05-14 16:31:50,48.0443,30.8507,61.12,68,52,12.33
525,Vidim,RU,2022-05-14 16:31:50,56.4088,103.1106,51.87,39,98,1.5
526,Ziro,IN,2022-05-14 16:31:51,27.6333,93.8333,55.63,99,86,0.85
527,Comodoro Rivadavia,AR,2022-05-14 16:31:52,-45.8667,-67.5,53.46,40,0,10.36
528,Gillette,US,2022-05-14 16:31:53,44.2911,-105.5022,50.05,40,0,6.91
529,San Francisco,US,2022-05-14 16:27:30,37.7749,-122.4194,71.04,77,20,5.75
530,Tazovskiy,RU,2022-05-14 16:31:54,67.4667,78.7,35.96,98,96,8.61
531,Xining,CN,2022-05-14 16:31:55,36.6167,101.7667,41.92,74,100,2.75
532,San Quintin,MX,2022-05-14 16:31:56,30.4833,-115.95,72.46,49,37,7.76
533,Vila Franca Do Campo,PT,2022-05-14 16:31:56,37.7167,-25.4333,64.81,80,63,20.0
534,Doha,QA,2022-05-14 16:29:20,25.2867,51.5333,86.31,22,0,17.27
535,Waipawa,NZ,2022-05-14 16:31:57,-41.4122,175.5153,54.1,89,96,3.65
536,Hauge,NO,2022-05-14 16:31:58,58.3436,6.2812,47.7,88,97,10.18
537,Prince George,CA,2022-05-14 16:31:22,53.9166,-122.753,45.25,71,0,4.61
538,San Patricio,US,2022-05-14 16:31:59,28.017,-97.5169,88.07,39,48,8.88
539,Villarrica,PY,2022-05-14 16:32:00,-25.75,-56.4333,65.26,97,100,3.47
540,Suntar,RU,2022-05-14 16:32:01,62.1444,117.6319,33.69,89,91,1.9
541,Kaputa,ZM,2022-05-14 16:32:01,-8.4689,29.6619,71.17,64,5,3.87
542,Southbridge,US,2022-05-14 16:31:22,42.0751,-72.0334,85.46,60,56,1.99
543,Tokur,RU,2022-05-14 16:32:07,53.1333,132.9,30.88,98,93,3.49
544,Petropavlovsk-Kamchatskiy,RU,2022-05-14 16:32:08,53.0452,158.6483,37.99,100,100,6.71
545,Yulara,AU,2022-05-14 16:32:09,-25.2406,130.9889,64.58,60,100,6.58
546,Aykhal,RU,2022-05-14 16:32:09,66.0,111.5,33.12,95,100,4.99
547,Chake Chake,TZ,2022-05-14 16:32:10,-5.2459,39.7666,77.72,79,61,9.69
548,Paralimni,CY,2022-05-14 16:32:11,35.0375,33.9833,72.09,71,100,14.45
549,Fallon,US,2022-05-14 16:32:11,39.4735,-118.7774,67.91,35,20,0.0
550,Chokwe,MZ,2022-05-14 16:32:12,-24.5333,32.9833,72.93,70,0,7.31
551,Kapit,MY,2022-05-14 16:32:13,2.0167,112.9333,73.42,91,92,0.92
552,Inhambane,MZ,2022-05-14 16:32:14,-23.865,35.3833,71.58,78,20,0.0
553,Antofagasta,CL,2022-05-14 16:31:30,-23.65,-70.4,61.88,64,2,7.47
554,Ewa Beach,US,2022-05-14 16:30:42,21.3156,-158.0072,75.15,76,0,10.36
555,Anadyr,RU,2022-05-14 16:32:15,64.75,177.4833,36.1,87,0,13.42
556,Oksfjord,NO,2022-05-14 16:32:16,70.2396,22.3479,48.27,99,100,5.75
557,Rancho Grande,BR,2022-05-14 16:32:16,-23.5057,-46.3585,78.03,64,20,6.91
